,Warehouse_Block,Shipment_Mode,Customer_Calls,Calls_Intensity,Customer_Rating,Rating_Satisfaction,Product_Cost,Cost_Segment,Prior_Purchases,Customer_Segment,Product_Importance,Gender,Product_Discount,Discount_Segment,Product_Weight,Weight_Segment,Delivery_Status
7662,D,Road,3,Few,3,Low Rating - Dissatisfied,189,Standard,3,New,High,Male,9,1-13(%),4278,Medium,Not On Time
7663,E,Road,3,Few,1,Low Rating - Dissatisfied,252,Expensive,2,New,Low,Male,9,1-13(%),5050,Medium,On Time
7664,A,Road,2,Few,2,Low Rating - Dissatisfied,149,Cheap,4,Regular,Medium,Male,7,1-13(%),4598,Medium,On Time
7665,B,Road,5,Moderate,4,High Rating - Satisfied,199,Standard,5,Regular,Medium,Female,6,1-13(%),4417,Medium,Not On Time
7666,C,Road,4,Moderate,5,High Rating - Satisfied,244,Standard,3,New,Low,Female,7,1-13(%),4172,Medium,On Time
7667,E,Flight,7,Frequent,2,Low Rating - Dissatisfied,272,Expensive,4,Regular,Medium,Female,8,1-13(%),1816,Light,On Time
7668,D,Flight,5,Moderate,3,Low Rating - Dissatisfied,269,Expensive,5,Regular,Low,Female,3,1-13(%),1667,Light,Not On Time
7669,E,Flight,4,Moderate,1,Low Rating - Dissatisfied,263,Expensive,5,Regular,Low,Female,8,1-13(%),1257,Light,On Time
7670,A,Flight,6,Frequent,4,High Rating - Satisfied,284,Expensive,4,Regular,Low,Female,9,1-13(%),1436,Light,On Time
7671,B,Flight,5,Moderate,5,High Rating - Satisfied,232,Standard,5,Regular,Medium,Female,6,1-13(%),1246,Light,On Time
7672,C,Flight,6,Frequent,5,High Rating - Satisfied,219,Standard,5,Regular,Low,Female,2,1-13(%),1475,Light,Not On Time
7673,E,Flight,4,Moderate,5,High Rating - Satisfied,206,Standard,4,Regular,Medium,Female,1,1-13(%),1593,Light,On Time
7674,D,Flight,5,Moderate,4,High Rating - Satisfied,242,Standard,5,Regular,Medium,Female,2,1-13(%),1717,Light,Not On Time
7675,E,Flight,5,Moderate,1,Low Rating - Dissatisfied,250,Standard,4,Regular,Medium,Male,4,1-13(%),1438,Light,On Time
7676,A,Flight,7,Frequent,4,High Rating - Satisfied,267,Expensive,4,Regular,Medium,Female,9,1-13(%),1378,Light,Not On Time
7677,B,Flight,6,Frequent,3,Low Rating - Dissatisfied,269,Expensive,4,Regular,Medium,Female,3,1-13(%),1022,Light,On Time
7678,C,Flight,3,Few,2,Low Rating - Dissatisfied,189,Standard,2,New,Medium,Female,3,1-13(%),4617,Medium,On Time
7679,E,Flight,3,Few,1,Low Rating - Dissatisfied,159,Cheap,2,New,Medium,Female,3,1-13(%),5691,Heavy,On Time
7680,D,Flight,4,Moderate,3,Low Rating - Dissatisfied,173,Standard,3,New,Medium,Female,2,1-13(%),4351,Medium,On Time
7681,E,Flight,5,Moderate,3,Low Rating - Dissatisfied,254,Expensive,2,New,Medium,Female,5,1-13(%),4764,Medium,Not On Time
7682,A,Flight,5,Moderate,2,Low Rating - Dissatisfied,241,Standard,2,New,Medium,Male,9,1-13(%),4965,Medium,On Time
7683,B,Flight,4,Moderate,3,Low Rating - Dissatisfied,262,Expensive,2,New,Medium,Female,3,1-13(%),4064,Medium,Not On Time
7684,C,Flight,5,Moderate,2,Low Rating - Dissatisfied,265,Expensive,4,Regular,Low,Female,7,1-13(%),4883,Medium,On Time
7685,E,Flight,6,Frequent,1,Low Rating - Dissatisfied,201,Standard,4,Regular,Low,Female,5,1-13(%),4592,Medium,Not On Time
7686,D,Flight,5,Moderate,4,High Rating - Satisfied,233,Standard,4,Regular,Medium,Male,1,1-13(%),4255,Medium,Not On Time
7687,E,Flight,3,Few,4,High Rating - Satisfied,164,Cheap,10,Loyal,Medium,Female,10,1-13(%),4134,Medium,On Time
7688,A,Flight,4,Moderate,2,Low Rating - Dissatisfied,180,Standard,2,New,Medium,Female,10,1-13(%),5666,Heavy,Not On Time
7689,B,Ship,3,Few,2,Low Rating - Dissatisfied,199,Standard,3,New,Medium,Female,8,1-13(%),4164,Medium,Not On Time
7690,C,Ship,4,Moderate,4,High Rating - Satisfied,140,Cheap,8,Loyal,Medium,Female,2,1-13(%),5481,Heavy,On Time
7691,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,140,Cheap,2,New,Medium,Female,2,1-13(%),5042,Medium,On Time
7692,D,Ship,5,Moderate,2,Low Rating - Dissatisfied,146,Cheap,7,Loyal,Low,Male,7,1-13(%),5204,Heavy,On Time
7693,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,216,Standard,10,Loyal,Medium,Female,2,1-13(%),5672,Heavy,On Time
7694,A,Ship,3,Few,5,High Rating - Satisfied,159,Cheap,2,New,High,Female,6,1-13(%),4295,Medium,On Time
7695,B,Ship,4,Moderate,4,High Rating - Satisfied,222,Standard,3,New,Medium,Female,6,1-13(%),4199,Medium,Not On Time
7696,C,Ship,4,Moderate,1,Low Rating - Dissatisfied,240,Standard,8,Loyal,Medium,Male,1,1-13(%),4638,Medium,On Time
7697,E,Ship,3,Few,2,Low Rating - Dissatisfied,189,Standard,3,New,High,Male,1,1-13(%),4997,Medium,Not On Time
7698,D,Ship,3,Few,4,High Rating - Satisfied,252,Expensive,2,New,Low,Male,6,1-13(%),4630,Medium,Not On Time
7699,E,Ship,2,Few,1,Low Rating - Dissatisfied,149,Cheap,4,Regular,Medium,Female,7,1-13(%),5434,Heavy,On Time
7700,A,Ship,5,Moderate,4,High Rating - Satisfied,199,Standard,5,Regular,Medium,Male,6,1-13(%),5210,Heavy,Not On Time
7701,B,Ship,4,Moderate,3,Low Rating - Dissatisfied,244,Standard,3,New,Low,Male,7,1-13(%),4761,Medium,On Time
7702,C,Ship,7,Frequent,3,Low Rating - Dissatisfied,272,Expensive,4,Regular,Medium,Male,2,1-13(%),1754,Light,On Time
7703,E,Ship,5,Moderate,5,High Rating - Satisfied,269,Expensive,5,Regular,Low,Female,6,1-13(%),1630,Light,On Time
7704,D,Ship,4,Moderate,1,Low Rating - Dissatisfied,263,Expensive,5,Regular,Low,Male,1,1-13(%),1605,Light,Not On Time
7705,E,Ship,6,Frequent,4,High Rating - Satisfied,284,Expensive,4,Regular,Low,Female,9,1-13(%),1845,Medium,Not On Time
7706,A,Ship,5,Moderate,3,Low Rating - Dissatisfied,232,Standard,5,Regular,Medium,Female,2,1-13(%),1057,Light,Not On Time
7707,B,Ship,6,Frequent,3,Low Rating - Dissatisfied,219,Standard,5,Regular,Low,Male,9,1-13(%),1483,Light,Not On Time
7708,C,Ship,4,Moderate,4,High Rating - Satisfied,206,Standard,4,Regular,Medium,Female,9,1-13(%),1074,Light,Not On Time
7709,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,242,Standard,5,Regular,Medium,Female,5,1-13(%),1820,Light,On Time
7710,D,Ship,5,Moderate,3,Low Rating - Dissatisfied,250,Standard,4,Regular,Medium,Female,4,1-13(%),1111,Light,Not On Time
7711,E,Ship,7,Frequent,5,High Rating - Satisfied,267,Expensive,4,Regular,Medium,Female,10,1-13(%),1067,Light,On Time
7712,A,Ship,6,Frequent,2,Low Rating - Dissatisfied,269,Expensive,4,Regular,Medium,Female,3,1-13(%),1665,Light,On Time
7713,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,240,Standard,5,Regular,Medium,Male,3,1-13(%),1079,Light,On Time
7714,C,Ship,5,Moderate,2,Low Rating - Dissatisfied,228,Standard,5,Regular,Low,Male,6,1-13(%),1726,Light,Not On Time
7715,E,Ship,5,Moderate,5,High Rating - Satisfied,262,Expensive,5,Regular,Low,Male,6,1-13(%),1887,Medium,Not On Time
7716,D,Ship,6,Frequent,2,Low Rating - Dissatisfied,306,Expensive,4,Regular,Low,Female,1,1-13(%),1815,Light,Not On Time
7717,E,Ship,6,Frequent,5,High Rating - Satisfied,276,Expensive,4,Regular,Low,Male,3,1-13(%),1136,Light,On Time
7718,A,Ship,3,Few,3,Low Rating - Dissatisfied,183,Standard,5,Regular,Low,Female,3,1-13(%),1504,Light,On Time
7719,B,Ship,5,Moderate,1,Low Rating - Dissatisfied,239,Standard,5,Regular,Low,Male,1,1-13(%),1239,Light,On Time
7720,C,Ship,7,Frequent,1,Low Rating - Dissatisfied,285,Expensive,4,Regular,Low,Male,2,1-13(%),1516,Light,On Time
7721,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,229,Standard,6,Regular,Low,Male,9,1-13(%),1883,Medium,Not On Time
7722,D,Ship,7,Frequent,4,High Rating - Satisfied,308,Expensive,5,Regular,Medium,Female,7,1-13(%),1563,Light,Not On Time
7723,E,Ship,6,Frequent,1,Low Rating - Dissatisfied,293,Expensive,4,Regular,Low,Female,10,1-13(%),1534,Light,Not On Time
7724,A,Ship,6,Frequent,1,Low Rating - Dissatisfied,247,Standard,4,Regular,Low,Female,4,1-13(%),1623,Light,Not On Time
7725,B,Ship,6,Frequent,2,Low Rating - Dissatisfied,260,Expensive,5,Regular,Low,Female,9,1-13(%),1667,Light,Not On Time
7726,C,Ship,7,Frequent,3,Low Rating - Dissatisfied,308,Expensive,4,Regular,Medium,Male,6,1-13(%),1113,Light,On Time
7727,E,Ship,5,Moderate,2,Low Rating - Dissatisfied,274,Expensive,6,Regular,Medium,Male,2,1-13(%),1748,Light,Not On Time
7728,D,Ship,5,Moderate,2,Low Rating - Dissatisfied,236,Standard,6,Regular,Low,Female,6,1-13(%),1552,Light,On Time
7729,E,Ship,7,Frequent,4,High Rating - Satisfied,291,Expensive,4,Regular,Medium,Male,1,1-13(%),1817,Light,Not On Time
7730,A,Ship,4,Moderate,5,High Rating - Satisfied,247,Standard,5,Regular,Low,Male,9,1-13(%),1499,Light,On Time
7731,B,Ship,5,Moderate,4,High Rating - Satisfied,217,Standard,5,Regular,High,Female,3,1-13(%),1007,Light,Not On Time
7732,C,Ship,6,Frequent,2,Low Rating - Dissatisfied,246,Standard,4,Regular,Low,Male,4,1-13(%),1555,Light,On Time
7733,E,Ship,6,Frequent,3,Low Rating - Dissatisfied,301,Expensive,4,Regular,Low,Female,2,1-13(%),1083,Light,On Time
7734,D,Ship,5,Moderate,4,High Rating - Satisfied,259,Expensive,5,Regular,Low,Female,4,1-13(%),1991,Medium,Not On Time
7735,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,275,Expensive,5,Regular,Low,Female,6,1-13(%),1438,Light,On Time
7736,A,Ship,6,Frequent,2,Low Rating - Dissatisfied,309,Expensive,4,Regular,Medium,Female,8,1-13(%),1289,Light,Not On Time
7737,B,Ship,5,Moderate,2,Low Rating - Dissatisfied,232,Standard,6,Regular,Medium,Female,3,1-13(%),1540,Light,On Time
7738,C,Ship,6,Frequent,1,Low Rating - Dissatisfied,244,Standard,4,Regular,Low,Female,7,1-13(%),1007,Light,On Time
7739,E,Ship,4,Moderate,4,High Rating - Satisfied,267,Expensive,5,Regular,Medium,Female,9,1-13(%),1716,Light,Not On Time
7740,D,Ship,6,Frequent,1,Low Rating - Dissatisfied,254,Expensive,4,Regular,Low,Female,2,1-13(%),1071,Light,On Time
7741,E,Ship,5,Moderate,2,Low Rating - Dissatisfied,270,Expensive,4,Regular,Medium,Male,8,1-13(%),1631,Light,Not On Time
7742,A,Ship,6,Frequent,2,Low Rating - Dissatisfied,301,Expensive,4,Regular,Medium,Male,10,1-13(%),1747,Light,Not On Time
7743,B,Ship,4,Moderate,5,High Rating - Satisfied,221,Standard,5,Regular,Low,Female,5,1-13(%),1608,Light,Not On Time
7744,C,Ship,5,Moderate,3,Low Rating - Dissatisfied,243,Standard,5,Regular,Low,Female,9,1-13(%),1312,Light,Not On Time
7745,E,Ship,6,Frequent,4,High Rating - Satisfied,264,Expensive,4,Regular,Low,Male,1,1-13(%),1711,Light,Not On Time
7746,D,Ship,4,Moderate,3,Low Rating - Dissatisfied,228,Standard,5,Regular,Low,Female,9,1-13(%),1044,Light,On Time
7747,E,Ship,5,Moderate,1,Low Rating - Dissatisfied,262,Expensive,5,Regular,Low,Female,5,1-13(%),1916,Medium,Not On Time
7748,A,Ship,4,Moderate,2,Low Rating - Dissatisfied,270,Expensive,5,Regular,Medium,Male,9,1-13(%),1167,Light,On Time
7749,B,Ship,3,Few,1,Low Rating - Dissatisfied,131,Cheap,4,Regular,Low,Male,1,1-13(%),1628,Light,On Time
7750,C,Ship,7,Frequent,1,Low Rating - Dissatisfied,257,Expensive,4,Regular,Low,Male,1,1-13(%),1405,Light,Not On Time
7751,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,245,Standard,5,Regular,Medium,Male,1,1-13(%),1472,Light,On Time
7752,D,Ship,5,Moderate,5,High Rating - Satisfied,272,Expensive,5,Regular,Medium,Female,5,1-13(%),1868,Medium,Not On Time
7753,E,Ship,6,Frequent,1,Low Rating - Dissatisfied,284,Expensive,4,Regular,Low,Female,7,1-13(%),1153,Light,On Time
7754,A,Ship,7,Frequent,5,High Rating - Satisfied,285,Expensive,4,Regular,Low,Male,6,1-13(%),1591,Light,Not On Time
7755,B,Ship,6,Frequent,3,Low Rating - Dissatisfied,250,Standard,4,Regular,Low,Male,9,1-13(%),1618,Light,On Time
7756,C,Ship,7,Frequent,3,Low Rating - Dissatisfied,272,Expensive,4,Regular,Medium,Male,7,1-13(%),1067,Light,Not On Time
7757,E,Ship,4,Moderate,3,Low Rating - Dissatisfied,254,Expensive,5,Regular,Low,Female,3,1-13(%),1248,Light,On Time
7758,D,Ship,5,Moderate,4,High Rating - Satisfied,217,Standard,5,Regular,Low,Female,5,1-13(%),1360,Light,Not On Time
7759,E,Ship,7,Frequent,5,High Rating - Satisfied,253,Expensive,4,Regular,Low,Male,10,1-13(%),1166,Light,Not On Time
7760,A,Ship,5,Moderate,1,Low Rating - Dissatisfied,276,Expensive,5,Regular,Low,Female,6,1-13(%),1793,Light,On Time
7761,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,241,Standard,5,Regular,Low,Female,4,1-13(%),1145,Light,On Time
7762,C,Ship,6,Frequent,2,Low Rating - Dissatisfied,259,Expensive,5,Regular,Medium,Male,1,1-13(%),1357,Light,On Time
7763,E,Ship,6,Frequent,4,High Rating - Satisfied,272,Expensive,4,Regular,Medium,Female,10,1-13(%),1171,Light,Not On Time
7764,D,Ship,6,Frequent,1,Low Rating - Dissatisfied,280,Expensive,4,Regular,Medium,Male,6,1-13(%),1735,Light,Not On Time
7765,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,257,Expensive,5,Regular,Low,Male,7,1-13(%),1090,Light,On Time
7766,A,Ship,6,Frequent,3,Low Rating - Dissatisfied,282,Expensive,4,Regular,Low,Male,9,1-13(%),1417,Light,Not On Time
7767,B,Ship,6,Frequent,4,High Rating - Satisfied,268,Expensive,4,Regular,Medium,Male,9,1-13(%),1354,Light,Not On Time
7768,C,Ship,5,Moderate,3,Low Rating - Dissatisfied,238,Standard,5,Regular,High,Male,10,1-13(%),1841,Medium,Not On Time
7769,E,Ship,7,Frequent,4,High Rating - Satisfied,310,Expensive,4,Regular,Low,Male,6,1-13(%),1003,Light,Not On Time
7770,D,Ship,4,Moderate,1,Low Rating - Dissatisfied,187,Standard,2,New,Low,Male,5,1-13(%),5691,Heavy,On Time
7771,E,Ship,3,Few,3,Low Rating - Dissatisfied,167,Cheap,4,Regular,Medium,Male,1,1-13(%),5301,Heavy,On Time
7772,A,Ship,4,Moderate,3,Low Rating - Dissatisfied,197,Standard,4,Regular,Medium,Male,9,1-13(%),4429,Medium,On Time
7773,B,Ship,6,Frequent,1,Low Rating - Dissatisfied,214,Standard,2,New,Low,Male,5,1-13(%),4708,Medium,On Time
7774,C,Ship,4,Moderate,2,Low Rating - Dissatisfied,174,Standard,2,New,Low,Female,8,1-13(%),4295,Medium,On Time
7775,E,Ship,4,Moderate,5,High Rating - Satisfied,239,Standard,3,New,Medium,Male,1,1-13(%),5482,Heavy,Not On Time
7776,D,Ship,5,Moderate,1,Low Rating - Dissatisfied,249,Standard,3,New,Low,Female,8,1-13(%),5940,Heavy,On Time
7777,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,141,Cheap,3,New,Low,Male,2,1-13(%),4124,Medium,Not On Time
7778,A,Ship,5,Moderate,2,Low Rating - Dissatisfied,179,Standard,3,New,Medium,Male,5,1-13(%),4325,Medium,Not On Time
7779,B,Ship,3,Few,1,Low Rating - Dissatisfied,253,Expensive,3,New,High,Male,8,1-13(%),5030,Medium,Not On Time
7780,C,Ship,2,Few,3,Low Rating - Dissatisfied,219,Standard,4,Regular,Low,Female,9,1-13(%),4086,Medium,On Time
7781,E,Ship,4,Moderate,1,Low Rating - Dissatisfied,249,Standard,6,Regular,Medium,Male,2,1-13(%),5720,Heavy,Not On Time
7782,D,Road,3,Few,3,Low Rating - Dissatisfied,196,Standard,3,New,Low,Male,9,1-13(%),4431,Medium,On Time
7783,E,Road,6,Frequent,5,High Rating - Satisfied,244,Standard,3,New,Low,Male,9,1-13(%),5634,Heavy,On Time
7784,A,Road,4,Moderate,2,Low Rating - Dissatisfied,144,Cheap,3,New,Low,Male,2,1-13(%),4264,Medium,On Time
7785,B,Road,4,Moderate,3,Low Rating - Dissatisfied,240,Standard,3,New,Medium,Male,6,1-13(%),4964,Medium,On Time
7786,C,Road,5,Moderate,4,High Rating - Satisfied,222,Standard,3,New,Low,Male,1,1-13(%),4834,Medium,Not On Time
7787,E,Road,4,Moderate,4,High Rating - Satisfied,246,Standard,3,New,Medium,Male,5,1-13(%),5029,Medium,Not On Time
7788,D,Road,6,Frequent,1,Low Rating - Dissatisfied,188,Standard,5,Regular,Low,Male,4,1-13(%),4887,Medium,On Time
7789,E,Road,3,Few,3,Low Rating - Dissatisfied,153,Cheap,3,New,Low,Female,3,1-13(%),4829,Medium,On Time
7790,A,Road,3,Few,1,Low Rating - Dissatisfied,151,Cheap,2,New,Low,Female,7,1-13(%),4437,Medium,On Time
7791,B,Road,4,Moderate,1,Low Rating - Dissatisfied,237,Standard,3,New,Medium,Female,8,1-13(%),5668,Heavy,Not On Time
7792,C,Road,3,Few,1,Low Rating - Dissatisfied,194,Standard,3,New,Medium,Female,4,1-13(%),5383,Heavy,Not On Time
7793,E,Road,3,Few,5,High Rating - Satisfied,241,Standard,3,New,Low,Female,5,1-13(%),4861,Medium,Not On Time
7794,D,Road,4,Moderate,2,Low Rating - Dissatisfied,209,Standard,2,New,Medium,Male,3,1-13(%),5607,Heavy,On Time
7795,E,Road,3,Few,1,Low Rating - Dissatisfied,160,Cheap,2,New,Low,Female,10,1-13(%),5642,Heavy,Not On Time
7796,A,Road,4,Moderate,4,High Rating - Satisfied,251,Standard,2,New,Low,Male,2,1-13(%),4800,Medium,On Time
7797,B,Road,5,Moderate,3,Low Rating - Dissatisfied,193,Standard,4,Regular,Medium,Female,3,1-13(%),5026,Medium,On Time
7798,C,Road,4,Moderate,4,High Rating - Satisfied,169,Standard,3,New,Medium,Male,5,1-13(%),5743,Heavy,On Time
7799,E,Road,3,Few,5,High Rating - Satisfied,234,Standard,2,New,Medium,Female,1,1-13(%),4455,Medium,Not On Time
7800,D,Road,4,Moderate,5,High Rating - Satisfied,192,Standard,2,New,High,Female,4,1-13(%),4518,Medium,On Time
7801,E,Road,2,Few,5,High Rating - Satisfied,160,Cheap,4,Regular,Low,Female,7,1-13(%),5754,Heavy,On Time
7802,A,Road,5,Moderate,3,Low Rating - Dissatisfied,201,Standard,2,New,Low,Female,1,1-13(%),4548,Medium,Not On Time
7803,B,Road,4,Moderate,1,Low Rating - Dissatisfied,260,Expensive,3,New,Low,Male,9,1-13(%),4239,Medium,On Time
7804,C,Flight,3,Few,3,Low Rating - Dissatisfied,244,Standard,4,Regular,Medium,Male,10,1-13(%),5181,Heavy,On Time
7805,E,Flight,3,Few,2,Low Rating - Dissatisfied,219,Standard,6,Regular,Low,Female,9,1-13(%),5263,Heavy,Not On Time
7806,D,Flight,4,Moderate,2,Low Rating - Dissatisfied,219,Standard,4,Regular,High,Female,2,1-13(%),4422,Medium,Not On Time
7807,E,Flight,3,Few,5,High Rating - Satisfied,175,Standard,3,New,High,Female,6,1-13(%),5150,Heavy,On Time
7808,A,Flight,4,Moderate,2,Low Rating - Dissatisfied,196,Standard,3,New,Medium,Female,2,1-13(%),4474,Medium,On Time
7809,B,Flight,3,Few,5,High Rating - Satisfied,230,Standard,3,New,High,Male,4,1-13(%),5189,Heavy,Not On Time
7810,C,Flight,4,Moderate,3,Low Rating - Dissatisfied,262,Expensive,4,Regular,High,Female,2,1-13(%),4783,Medium,Not On Time
7811,E,Flight,5,Moderate,4,High Rating - Satisfied,228,Standard,4,Regular,High,Female,7,1-13(%),5913,Heavy,On Time
7812,D,Flight,3,Few,2,Low Rating - Dissatisfied,138,Cheap,2,New,Medium,Male,8,1-13(%),5714,Heavy,On Time
7813,E,Flight,4,Moderate,1,Low Rating - Dissatisfied,240,Standard,3,New,Low,Female,4,1-13(%),4787,Medium,On Time
7814,A,Flight,3,Few,1,Low Rating - Dissatisfied,104,Cheap,4,Regular,Low,Female,9,1-13(%),5211,Heavy,Not On Time
7815,B,Flight,3,Few,2,Low Rating - Dissatisfied,261,Expensive,2,New,Medium,Male,10,1-13(%),4035,Medium,On Time
7816,C,Flight,4,Moderate,3,Low Rating - Dissatisfied,181,Standard,3,New,Low,Male,4,1-13(%),4399,Medium,Not On Time
7817,E,Flight,5,Moderate,2,Low Rating - Dissatisfied,152,Cheap,3,New,Medium,Male,4,1-13(%),4699,Medium,Not On Time
7818,D,Flight,2,Few,2,Low Rating - Dissatisfied,215,Standard,5,Regular,Medium,Male,3,1-13(%),5185,Heavy,Not On Time
7819,E,Flight,5,Moderate,4,High Rating - Satisfied,266,Expensive,6,Regular,Medium,Female,7,1-13(%),4486,Medium,On Time
7820,A,Flight,4,Moderate,5,High Rating - Satisfied,265,Expensive,2,New,Medium,Female,9,1-13(%),5135,Heavy,Not On Time
7821,B,Flight,5,Moderate,5,High Rating - Satisfied,142,Cheap,4,Regular,Medium,Male,8,1-13(%),5372,Heavy,On Time
7822,C,Flight,5,Moderate,3,Low Rating - Dissatisfied,169,Standard,2,New,Low,Female,1,1-13(%),4500,Medium,Not On Time
7823,E,Flight,3,Few,5,High Rating - Satisfied,257,Expensive,3,New,Medium,Male,4,1-13(%),5196,Heavy,Not On Time
7824,D,Flight,3,Few,2,Low Rating - Dissatisfied,142,Cheap,3,New,Low,Male,9,1-13(%),4234,Medium,On Time
7825,E,Flight,2,Few,4,High Rating - Satisfied,233,Standard,4,Regular,Medium,Female,4,1-13(%),5408,Heavy,On Time
7826,A,Ship,4,Moderate,2,Low Rating - Dissatisfied,136,Cheap,4,Regular,Medium,Male,9,1-13(%),5038,Medium,On Time
7827,B,Ship,2,Few,2,Low Rating - Dissatisfied,173,Standard,3,New,Low,Female,10,1-13(%),4736,Medium,On Time
7828,C,Ship,3,Few,4,High Rating - Satisfied,221,Standard,3,New,Low,Male,10,1-13(%),4927,Medium,Not On Time
7829,E,Ship,5,Moderate,3,Low Rating - Dissatisfied,204,Standard,3,New,Low,Male,10,1-13(%),5610,Heavy,Not On Time
7830,D,Ship,4,Moderate,5,High Rating - Satisfied,149,Cheap,2,New,Low,Male,2,1-13(%),5724,Heavy,Not On Time
7831,E,Ship,2,Few,1,Low Rating - Dissatisfied,166,Cheap,3,New,Medium,Female,7,1-13(%),5990,Heavy,Not On Time
7832,A,Ship,5,Moderate,4,High Rating - Satisfied,265,Expensive,2,New,Low,Female,2,1-13(%),5164,Heavy,Not On Time
7833,B,Ship,3,Few,1,Low Rating - Dissatisfied,140,Cheap,2,New,Low,Female,8,1-13(%),5253,Heavy,Not On Time
7834,C,Ship,4,Moderate,3,Low Rating - Dissatisfied,234,Standard,3,New,Medium,Female,9,1-13(%),4868,Medium,Not On Time
7835,E,Ship,3,Few,5,High Rating - Satisfied,139,Cheap,2,New,Low,Female,6,1-13(%),5181,Heavy,On Time
7836,D,Ship,3,Few,4,High Rating - Satisfied,232,Standard,2,New,Low,Female,8,1-13(%),5629,Heavy,Not On Time
7837,E,Ship,3,Few,5,High Rating - Satisfied,187,Standard,4,Regular,Medium,Female,4,1-13(%),5640,Heavy,On Time
7838,A,Ship,3,Few,4,High Rating - Satisfied,197,Standard,6,Regular,Medium,Male,3,1-13(%),4890,Medium,Not On Time
7839,B,Ship,3,Few,4,High Rating - Satisfied,273,Expensive,2,New,Medium,Female,5,1-13(%),5223,Heavy,On Time
7840,C,Ship,3,Few,2,Low Rating - Dissatisfied,201,Standard,3,New,Medium,Male,7,1-13(%),4890,Medium,On Time
7841,E,Ship,2,Few,2,Low Rating - Dissatisfied,201,Standard,3,New,High,Male,2,1-13(%),4865,Medium,Not On Time
7842,D,Ship,4,Moderate,3,Low Rating - Dissatisfied,227,Standard,3,New,Medium,Male,10,1-13(%),5782,Heavy,Not On Time
7843,E,Ship,3,Few,5,High Rating - Satisfied,171,Standard,2,New,Medium,Male,1,1-13(%),4783,Medium,Not On Time
7844,A,Ship,3,Few,5,High Rating - Satisfied,192,Standard,2,New,Low,Female,7,1-13(%),5069,Heavy,Not On Time
7845,B,Ship,3,Few,1,Low Rating - Dissatisfied,226,Standard,3,New,High,Male,2,1-13(%),4831,Medium,Not On Time
7846,C,Ship,3,Few,4,High Rating - Satisfied,252,Expensive,2,New,Medium,Female,6,1-13(%),4040,Medium,Not On Time
7847,E,Ship,4,Moderate,5,High Rating - Satisfied,177,Standard,3,New,Medium,Female,7,1-13(%),4243,Medium,Not On Time
7848,D,Ship,3,Few,5,High Rating - Satisfied,211,Standard,3,New,Medium,Male,5,1-13(%),4058,Medium,Not On Time
7849,E,Ship,6,Frequent,3,Low Rating - Dissatisfied,170,Standard,4,Regular,Low,Male,1,1-13(%),4912,Medium,On Time
7850,A,Ship,2,Few,3,Low Rating - Dissatisfied,118,Cheap,4,Regular,Medium,Male,7,1-13(%),5510,Heavy,On Time
7851,B,Ship,4,Moderate,4,High Rating - Satisfied,146,Cheap,3,New,Low,Male,3,1-13(%),5225,Heavy,Not On Time
7852,C,Ship,3,Few,5,High Rating - Satisfied,150,Cheap,3,New,High,Male,6,1-13(%),4565,Medium,On Time
7853,E,Ship,5,Moderate,5,High Rating - Satisfied,243,Standard,3,New,Medium,Male,3,1-13(%),5700,Heavy,Not On Time
7854,D,Ship,4,Moderate,4,High Rating - Satisfied,135,Cheap,3,New,Medium,Male,6,1-13(%),4335,Medium,Not On Time
7855,E,Ship,4,Moderate,5,High Rating - Satisfied,209,Standard,3,New,Low,Female,6,1-13(%),5899,Heavy,Not On Time
7856,A,Ship,4,Moderate,5,High Rating - Satisfied,217,Standard,3,New,Medium,Male,2,1-13(%),5461,Heavy,Not On Time
7857,B,Ship,2,Few,2,Low Rating - Dissatisfied,287,Expensive,4,Regular,Medium,Male,10,1-13(%),5972,Heavy,On Time
7858,C,Ship,2,Few,3,Low Rating - Dissatisfied,239,Standard,6,Regular,Medium,Male,4,1-13(%),4022,Medium,On Time
7859,E,Ship,5,Moderate,2,Low Rating - Dissatisfied,189,Standard,2,New,Medium,Male,2,1-13(%),4636,Medium,Not On Time
7860,D,Ship,4,Moderate,2,Low Rating - Dissatisfied,139,Cheap,3,New,Medium,Male,10,1-13(%),4648,Medium,On Time
7861,E,Ship,4,Moderate,2,Low Rating - Dissatisfied,255,Expensive,3,New,Low,Female,8,1-13(%),5865,Heavy,On Time
7862,A,Ship,5,Moderate,1,Low Rating - Dissatisfied,132,Cheap,4,Regular,Medium,Female,4,1-13(%),5461,Heavy,On Time
7863,B,Ship,4,Moderate,1,Low Rating - Dissatisfied,136,Cheap,3,New,Medium,Female,4,1-13(%),5060,Heavy,Not On Time
7864,C,Ship,5,Moderate,3,Low Rating - Dissatisfied,143,Cheap,3,New,Low,Male,6,1-13(%),4761,Medium,Not On Time
